tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary
118N04219,I-35W,SOUTHBOUND,CLIFF RD/EXIT 4A,MN,DAKOTA,55337,44.7851,-93.28867,44.78277,-93.28859,0.161013,88,America/Chicago,P1.3,USA,78,1,N,1,57628,2,,6,35,2,1,35W,115000,2820,3119,1,100,1,100,1,1
118-04218,I-35W,SOUTHBOUND,MN-13/EXIT 3,MN,DAKOTA,55337,44.78277,-93.28859,44.77922,-93.28853,0.245301,89,America/Chicago,P1.3,USA,78,1,N,1,57628,2,,6,35,2,1,35W,96000,2354,2907,1,100,1,100,1,1
118N04218,I-35W,SOUTHBOUND,MN-13/EXIT 3,MN,DAKOTA,55337,44.77922,-93.28853,44.77266,-93.28855,0.453222,90,America/Chicago,P1.3,USA,78,1,N,1,57628,2,,6,35,2,1,35W,93343,2289,2877,1,100,1,100,1,1
118-04217,I-35W,SOUTHBOUND,BURNSVILLE PKY/EXIT 2,MN,DAKOTA,55337,44.77266,-93.28855,44.76945,-93.2887,0.221879,91,America/Chicago,P1.3,USA,78,1,N,1,57628,2,,6,35,2,1,35W,93000,2281,2873,1,100,1,100,1,1
118N04217,I-35W,SOUTHBOUND,BURNSVILLE PKY/EXIT 2,MN,DAKOTA,55337,44.76945,-93.2887,44.76646,-93.28891,0.206820,92,America/Chicago,P1.3,USA,78,1,N,1,57628,2,,6,35,2,1,35W,82000,2011,2750,1,100,1,100,1,1
118-04216,I-35W,SOUTHBOUND,CR-42/CRYSTAL LAKE RD/EXIT 1,MN,DAKOTA,55337,44.76646,-93.28891,44.74937,-93.28465,1.217679,93,America/Chicago,P1.3,USA,78,1,N,1,57628,2,,6,35,2,1,35W,82000,2011,2750,1,100,1,100,1,1
118N04216,I-35W,SOUTHBOUND,CR-42/CRYSTAL LAKE RD/EXIT 1,MN,DAKOTA,55337,44.74937,-93.28465,44.7456,-93.28317,0.271141,94,America/Chicago,P1.3,USA,78,1,N,1,57628,2,,6,35,2,1,35W,65305,1602,2563,1,100,1,100,1,1
118-04215,I-35W,SOUTHBOUND,I-35 E-W SOUTHERN SPLIT,MN,DAKOTA,55306,44.7456,-93.28317,44.73968,-93.2832,0.410189,95,America/Chicago,P1.1,USA,78,1,N,1,57628,2,,6,35,2,1,35W,53000,1301,2425,1,100,1,100,1,1
118N04215,I-35W,SOUTHBOUND,I-35 E-W SOUTHERN SPLIT,MN,DAKOTA,55306,44.73968,-93.2832,44.73155,-93.28334,0.563150,95.001,America/Chicago,P1.1,USA,78,1,N,1,57628,2,,6,35,2,1,35,86928,2307,4899,1,56,1,56,1,1
118P04345,I-394,EASTBOUND,I-494/EXIT 1A,MN,HENNEPIN,55305,44.97104,-93.46055,44.97092,-93.45079,0.477180,1,America/Chicago,P1.1,USA,86,2,N,1,57628,2,,6,394,2,1,394,84899,1244,501,1,100,1,100,1,1
118+04346,I-394,EASTBOUND,CR-61/PLYMOUTH RD/EXIT 1B,MN,HENNEPIN,55305,44.97092,-93.45079,44.97092,-93.4481,0.131465,2,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,85000,1238,492,1,100,1,100,1,1
118P04346,I-394,EASTBOUND,CR-61/PLYMOUTH RD/EXIT 1B,MN,HENNEPIN,55305,44.97092,-93.4481,44.9709,-93.43901,0.444282,3,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,81488,1152,453,1,100,1,100,1,1
118+04347,I-394,EASTBOUND,RIDGEDALE DR/EXIT 1C,MN,HENNEPIN,55305,44.9709,-93.43901,44.9709,-93.43286,0.300562,4,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,81000,1140,448,1,100,1,100,1,1
118P04347,I-394,EASTBOUND,RIDGEDALE DR/EXIT 1C,MN,HENNEPIN,55305,44.9709,-93.43286,44.97089,-93.42829,0.223345,5,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,88286,1319,530,1,100,1,100,1,1
118+04348,I-394,EASTBOUND,CR-73/HOPKINS CROSSROAD/EXIT 2,MN,HENNEPIN,55305,44.97089,-93.42829,44.97088,-93.42162,0.325976,6,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,102000,1655,683,1,100,1,100,1,1
118P04348,I-394,EASTBOUND,CR-73/HOPKINS CROSSROAD/EXIT 2,MN,HENNEPIN,55305,44.97088,-93.42162,44.9719,-93.41581,0.294282,7,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,103117,1682,695,1,100,1,100,1,1
118+04349,I-394,EASTBOUND,US-169/EXIT 3,MN,HENNEPIN,55305,44.9719,-93.41581,44.97296,-93.40901,0.343310,8,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,108000,1802,750,1,100,1,100,1,1
118P04349,I-394,EASTBOUND,US-169/EXIT 3,MN,HENNEPIN,55426,44.97296,-93.40901,44.97369,-93.39628,0.624902,9,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,121282,2127,899,1,63,1,63,1,1
118+04350,I-394,EASTBOUND,GENERAL MILLS BLVD/EXIT 3,MN,HENNEPIN,55426,44.97369,-93.39628,44.97381,-93.39502,0.062131,10,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,123000,2169,918,1,100,1,100,1,1
118P04350,I-394,EASTBOUND,GENERAL MILLS BLVD/EXIT 3,MN,HENNEPIN,55426,44.97381,-93.39502,44.97203,-93.38223,0.652229,11,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,123000,2169,918,1,65,1,65,1,1
118+04351,I-394,EASTBOUND,LOUISIANA AVE/EXIT 4,MN,HENNEPIN,55426,44.97203,-93.38223,44.97121,-93.37512,0.357717,12,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,123000,2169,918,1,100,1,100,1,1
118P04351,I-394,EASTBOUND,LOUISIANA AVE/EXIT 4,MN,HENNEPIN,55426,44.97121,-93.37512,44.97127,-93.36604,0.443811,13,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,123000,2169,918,1,100,1,100,1,1
118+04352,I-394,EASTBOUND,XENIA AVE/PARK PL/EXIT 5,MN,HENNEPIN,55426,44.97127,-93.36604,44.97085,-93.36094,0.251931,14,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118P04352,I-394,EASTBOUND,XENIA AVE/PARK PL/EXIT 5,MN,HENNEPIN,55416,44.97085,-93.36094,44.97035,-93.34873,0.599259,15,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,129000,2316,985,1,60,1,60,1,1
118+04353,I-394,EASTBOUND,MN-100/EXIT 5,MN,HENNEPIN,55416,44.97035,-93.34873,44.97041,-93.34599,0.133990,16,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,4,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118P04353,I-394,EASTBOUND,MN-100/EXIT 5,MN,HENNEPIN,55416,44.97041,-93.34599,44.96999,-93.32937,0.813809,17,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,4,394,2,1,394,126890,2265,962,1,82,1,82,1,1
118+04354,I-394,EASTBOUND,CR-2/PENN AVE/EXIT 7,MN,HENNEPIN,55405,44.96999,-93.32937,44.96999,-93.31213,0.842883,18,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,126000,2243,952,1,85,1,85,1,1
118P04354,I-394,EASTBOUND,CR-2/PENN AVE/EXIT 7,MN,HENNEPIN,55405,44.96999,-93.31213,44.96947,-93.30427,0.386145,19,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,126950,2266,963,1,100,1,100,1,1
118+04355,I-394,EASTBOUND,DUNWOODY BLVD/EXIT 8A,MN,HENNEPIN,55403,44.96947,-93.30427,44.97062,-93.29813,0.322303,20,America/Chicago,P1.3,USA,86,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118P04355,I-394,EASTBOUND,DUNWOODY BLVD/EXIT 8A,MN,HENNEPIN,55403,44.97062,-93.29813,44.9726,-93.29442,0.227969,21,America/Chicago,P1.3,USA,86,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118+04356,I-394,EASTBOUND,I-94/US-12/EXIT 8B,MN,HENNEPIN,55403,44.9726,-93.29442,44.97346,-93.29317,0.085250,22,America/Chicago,P1.1,USA,86,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118P04356,I-394,EASTBOUND,I-94/US-12/EXIT 8B,MN,HENNEPIN,55403,44.97346,-93.29317,44.97493,-93.2881,0.276889,23,America/Chicago,P1.1,USA,86,3,N,1,57628,2,,4,394,2,1,394,62986,1325,586,1,100,1,100,1,1
118+04357,I-394,EASTBOUND,12TH ST/EXIT 9A,MN,HENNEPIN,55403,44.97493,-93.2881,44.97513,-93.28551,0.127409,24,America/Chicago,P1.3,USA,86,3,N,1,57628,2,1,6,394,2,1,394,51000,405,112,1,100,1,100,1,1
118P04357,I-394,EASTBOUND,12TH ST/EXIT 9A,MN,HENNEPIN,55403,44.97513,-93.28551,44.97592,-93.28152,0.208150,25,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,8,394,2,1,394,33951,26,11,1,100,1,100,1,1
118+04358,I-394,EASTBOUND,6TH ST/EXIT 9B,MN,HENNEPIN,55403,44.97592,-93.28152,44.97725,-93.28079,0.100002,26,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,8,394,2,1,394,33000,5,5,1,100,1,100,1,1
118P04358,I-394,EASTBOUND,6TH ST/EXIT 9B,MN,HENNEPIN,55403,44.97725,-93.28079,44.98016,-93.27777,0.265642,27,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,4,394,2,1,394,33000,5,5,1,100,1,100,1,1
118P04359,I-394,EASTBOUND,3RD AVE/WASHINGTON AVE/EXIT 9C,MN,HENNEPIN,55403,44.9803,-93.27743,44.98166,-93.2753,0.140402,27.5000000000000000,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,4,394,2,1,394,33000,5,5,1,100,1,100,1,1
118+04359,I-394,EASTBOUND,3RD AVE/WASHINGTON AVE/EXIT 9C,MN,HENNEPIN,55403,44.98016,-93.27777,44.9803,-93.27743,0.019224,28,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,4,394,2,1,394,33000,5,5,1,100,1,100,1,1
118-04358,I-394,WESTBOUND,6TH ST/EXIT 9B,MN,HENNEPIN,55403,44.98045,-93.27753,44.98027,-93.27791,0.022347,1,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,4,394,2,1,394,33000,5,5,1,100,1,100,1,1
118N04359,I-394,WESTBOUND,3RD AVE/WASHINGTON AVE/EXIT 9C,MN,HENNEPIN,55403,44.98177,-93.27546,44.98045,-93.27753,0.136415,1.5000000000000000,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,4,394,2,1,394,33000,5,5,1,100,1,100,1,1
118N04358,I-394,WESTBOUND,6TH ST/EXIT 9B,MN,HENNEPIN,55403,44.98027,-93.27791,44.97696,-93.28112,0.294450,2,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,4,394,2,1,394,33000,5,5,1,100,1,100,1,1
118-04357,I-394,WESTBOUND,12TH ST/EXIT 9A,MN,HENNEPIN,55403,44.97696,-93.28112,44.97594,-93.28183,0.080341,3,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,8,394,2,1,394,33000,5,5,1,100,1,100,1,1
118N04357,I-394,WESTBOUND,12TH ST/EXIT 9A,MN,HENNEPIN,55403,44.97594,-93.28183,44.97528,-93.2856,0.194274,4,America/Chicago,P1.3,USA,86,3,N,1,57628,2,,8,394,2,1,394,34381,36,13,1,100,1,100,1,1
118-04356,I-394,WESTBOUND,I-94/US-12/EXIT 8B,MN,HENNEPIN,55403,44.97528,-93.2856,44.97515,-93.2871,0.073912,5,America/Chicago,P1.1,USA,86,3,N,1,57628,2,1,6,394,2,1,394,51000,405,112,1,100,1,100,1,1
118N04356,I-394,WESTBOUND,I-94/US-12/EXIT 8B,MN,HENNEPIN,55403,44.97515,-93.2871,44.97337,-93.29369,0.355628,6,America/Chicago,P1.1,USA,86,3,N,1,57628,2,1,4,394,2,1,394,66091,1271,551,1,100,1,100,1,1
118-04355,I-394,WESTBOUND,DUNWOODY BLVD/EXIT 8A,MN,HENNEPIN,55403,44.97337,-93.29369,44.97274,-93.29457,0.061191,7,America/Chicago,P1.3,USA,86,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118N04355,I-394,WESTBOUND,DUNWOODY BLVD/EXIT 8A,MN,HENNEPIN,55403,44.97274,-93.29457,44.97078,-93.2982,0.224147,8,America/Chicago,P1.3,USA,86,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118-04354,I-394,WESTBOUND,CR-2/PENN AVE/EXIT 7,MN,HENNEPIN,55405,44.97078,-93.2982,44.96984,-93.30537,0.369087,9,America/Chicago,P1.3,USA,86,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118N04354,I-394,WESTBOUND,CR-2/PENN AVE/EXIT 7,MN,HENNEPIN,55405,44.96984,-93.30537,44.97027,-93.31222,0.336393,10,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,126266,2249,955,1,100,1,100,1,1
118-04353,I-394,WESTBOUND,MN-100/EXIT 5,MN,HENNEPIN,55405,44.97027,-93.31222,44.97033,-93.33141,0.938197,11,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,126000,2243,952,1,94,1,94,1,1
118N04353,I-394,WESTBOUND,MN-100/EXIT 5,MN,HENNEPIN,55416,44.97033,-93.33141,44.97072,-93.34595,0.712175,12,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,4,394,2,1,394,127008,2268,963,1,71,1,71,1,1
118-04352,I-394,WESTBOUND,XENIA AVE/PARK PL/EXIT 5,MN,HENNEPIN,55416,44.97072,-93.34595,44.97056,-93.35178,0.285181,13,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118N04352,I-394,WESTBOUND,XENIA AVE/PARK PL/EXIT 5,MN,HENNEPIN,55416,44.97056,-93.35178,44.97107,-93.3611,0.458164,14,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118-04351,I-394,WESTBOUND,LOUISIANA AVE/EXIT 4,MN,HENNEPIN,55426,44.97107,-93.3611,44.97147,-93.36543,0.213910,15,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118N04351,I-394,WESTBOUND,LOUISIANA AVE/EXIT 4,MN,HENNEPIN,55426,44.97147,-93.36543,44.97139,-93.37427,0.432080,16,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,123610,2184,925,1,100,1,100,1,1
118-04350,I-394,WESTBOUND,GENERAL MILLS BLVD/EXIT 3,MN,HENNEPIN,55426,44.97139,-93.37427,44.97365,-93.38637,0.624872,17,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,123000,2169,918,1,63,1,63,1,1
118N04350,I-394,WESTBOUND,GENERAL MILLS BLVD/EXIT 3,MN,HENNEPIN,55426,44.97365,-93.38637,44.97401,-93.39495,0.423285,18,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,123000,2169,918,1,100,1,100,1,1
118-04349,I-394,WESTBOUND,US-169/EXIT 3,MN,HENNEPIN,55426,44.97401,-93.39495,44.97391,-93.39601,0.052260,19,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,123000,2169,918,1,100,1,100,1,1
118N04349,I-394,WESTBOUND,US-169/EXIT 3,MN,HENNEPIN,55426,44.97391,-93.39601,44.97311,-93.40993,0.683240,20,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,120444,2106,889,1,69,1,69,1,1
118-04348,I-394,WESTBOUND,CR-73/HOPKINS CROSSROAD/EXIT 2,MN,HENNEPIN,55305,44.97311,-93.40993,44.97222,-93.4153,0.271504,21,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,108000,1802,750,1,100,1,100,1,1
118N04348,I-394,WESTBOUND,CR-73/HOPKINS CROSSROAD/EXIT 2,MN,HENNEPIN,55305,44.97222,-93.4153,44.97108,-93.42093,0.287305,22,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,103746,1698,702,1,100,1,100,1,1
118-04347,I-394,WESTBOUND,RIDGEDALE DR/EXIT 1C,MN,HENNEPIN,55305,44.97108,-93.42093,44.97108,-93.42784,0.337724,23,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,102000,1655,683,1,100,1,100,1,1
118N04347,I-394,WESTBOUND,RIDGEDALE DR/EXIT 1C,MN,HENNEPIN,55305,44.97108,-93.42784,44.97108,-93.43286,0.245336,24,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,89515,1349,543,1,100,1,100,1,1
118-04346,I-394,WESTBOUND,CR-61/PLYMOUTH RD/EXIT 1B,MN,HENNEPIN,55305,44.97108,-93.43286,44.97109,-93.44015,0.356291,25,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,81000,1140,448,1,100,1,100,1,1
118N04346,I-394,WESTBOUND,CR-61/PLYMOUTH RD/EXIT 1B,MN,HENNEPIN,55305,44.97109,-93.44015,44.97109,-93.44618,0.294704,26,America/Chicago,P1.3,USA,86,2,N,1,57628,2,,6,394,2,1,394,81000,1140,448,1,100,1,100,1,1
118-04345,I-394,WESTBOUND,I-494/EXIT 1A,MN,HENNEPIN,55305,44.97109,-93.44618,44.97111,-93.45143,0.256591,27,America/Chicago,P1.1,USA,86,2,N,1,57628,2,,6,394,2,1,394,84382,1223,485,1,100,1,100,1,1
118N04345,I-394,WESTBOUND,I-494/EXIT 1A,MN,HENNEPIN,55305,44.97111,-93.45143,44.9712,-93.46055,0.445835,28,America/Chicago,P1.1,USA,86,2,N,1,57628,2,,6,394,2,1,394,85000,1238,492,1,100,1,100,1,1
118P04477,I-394 REVERSIBLE EXPRESS LN,EASTBOUND,MN-100/EXIT 5,MN,HENNEPIN,55416,44.97069,-93.343,44.97013,-93.32868,0.701801,1,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,4,394,2,1,394,126407,2253,956,1,70,1,70,1,1
118+04477,I-394 REVERSIBLE EXPRESS LN,EASTBOUND,MN-100/EXIT 5,MN,HENNEPIN,55416,44.97062,-93.34595,44.97069,-93.343,0.144254,1.5000000000000000,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,4,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118P04476,I-394 REVERSIBLE EXPRESS LN,EASTBOUND,XENIA AVE,MN,HENNEPIN,55416,44.97061,-93.34627,44.97062,-93.34595,0.015654,1.5000000000000000,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,4,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118+04478,I-394 REVERSIBLE EXPRESS LN,EASTBOUND,CR-2/PENN AVE/EXIT 7,MN,HENNEPIN,55405,44.97013,-93.32868,44.97014,-93.3122,0.805676,2,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,6,394,2,1,394,126000,2243,952,1,81,1,81,1,1
118P04478,I-394 REVERSIBLE EXPRESS LN,EASTBOUND,CR-2/PENN AVE/EXIT 7,MN,HENNEPIN,55405,44.97014,-93.3122,44.96964,-93.30479,0.364052,3,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,6,394,2,1,394,126648,2259,959,1,100,1,100,1,1
118P04479,I-394 REVERSIBLE EXPRESS LN,EASTBOUND,I-94/DUNWOODY BLVD/EXIT 8A,MN,HENNEPIN,55403,44.97048,-93.29896,44.97353,-93.29401,0.321495,3.5000000000000000,America/Chicago,P1.3,USA,102,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118+04479,I-394 REVERSIBLE EXPRESS LN,EASTBOUND,I-94/DUNWOODY BLVD/EXIT 8A,MN,HENNEPIN,55405,44.96964,-93.30479,44.97048,-93.29896,0.303714,4,America/Chicago,P1.3,USA,102,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118-04478,I-394 REVERSIBLE EXPRESS LN,WESTBOUND,CR-2/PENN AVE/EXIT 7,MN,HENNEPIN,55405,44.97048,-93.29896,44.96964,-93.30479,0.303714,1,America/Chicago,P1.3,USA,102,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118N04479,I-394 REVERSIBLE EXPRESS LN,WESTBOUND,I-94/DUNWOODY BLVD/EXIT 8A,MN,HENNEPIN,55403,44.97353,-93.29401,44.97048,-93.29896,0.321495,1.5000000000000000,America/Chicago,P1.3,USA,102,2,N,1,57628,2,1,6,394,2,1,394,131000,2365,1008,1,100,1,100,1,1
118N04478,I-394 REVERSIBLE EXPRESS LN,WESTBOUND,CR-2/PENN AVE/EXIT 7,MN,HENNEPIN,55405,44.96964,-93.30479,44.97014,-93.3122,0.364052,2,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,6,394,2,1,394,126648,2259,959,1,100,1,100,1,1
118-04477,I-394 REVERSIBLE EXPRESS LN,WESTBOUND,MN-100/EXIT 5,MN,HENNEPIN,55405,44.97014,-93.3122,44.97013,-93.32868,0.805676,3,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,6,394,2,1,394,126000,2243,952,1,81,1,81,1,1
118N04477,I-394 REVERSIBLE EXPRESS LN,WESTBOUND,MN-100/EXIT 5,MN,HENNEPIN,55416,44.97013,-93.32868,44.97069,-93.343,0.701801,4,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,4,394,2,1,394,126407,2253,956,1,70,1,70,1,1
118N04476,I-394 REVERSIBLE EXPRESS LN,WESTBOUND,XENIA AVE,MN,HENNEPIN,55416,44.97062,-93.34595,44.97056,-93.35178,0.285557,4.5000000000000000,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,6,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118-04476,I-394 REVERSIBLE EXPRESS LN,WESTBOUND,XENIA AVE,MN,HENNEPIN,55416,44.97069,-93.343,44.97062,-93.34595,0.144254,5,America/Chicago,P1.3,USA,102,2,N,1,57628,2,,4,394,2,1,394,129000,2316,985,1,100,1,100,1,1
118-04136,I-494,EASTBOUND,US-212/MN-5/EXIT 11,MN,HENNEPIN,55346,44.87104,-93.4338,44.86863,-93.43268,0.175287,1,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,6,494,2,1,494,78348,1417,4857,1,100,1,100,1,1
118N04136,I-494,EASTBOUND,US-212/MN-5/EXIT 11,MN,HENNEPIN,55344,44.86863,-93.43268,44.86247,-93.42516,0.583574,2,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,6,494,2,1,494,89851,1698,4986,1,58,1,58,1,1
118-04135,I-494,EASTBOUND,CR-61/PRAIRIE CENTER DR/EXIT 1,MN,HENNEPIN,55344,44.86247,-93.42516,44.86071,-93.4206,0.254242,3,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,6,494,2,1,494,98698,1915,5085,1,100,1,100,1,1
118N04135,I-494,EASTBOUND,CR-61/PRAIRIE CENTER DR/EXIT 1,MN,HENNEPIN,55344,44.86071,-93.4206,44.85924,-93.41482,0.302760,4,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,6,494,2,1,494,109179,2172,5202,1,100,1,100,1,1
118-04134,I-494,EASTBOUND,US-169/EXIT 10,MN,HENNEPIN,55344,44.85924,-93.41482,44.85923,-93.40455,0.503293,5,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,6,494,2,1,494,141000,2952,5558,1,50,1,50,1,1
118N04134,I-494,EASTBOUND,US-169/EXIT 10,MN,HENNEPIN,55438,44.85923,-93.40455,44.86009,-93.3816,1.127204,6,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,6,494,2,1,494,144462,3037,5597,1,100,1,100,1,1
118-04133,I-494,EASTBOUND,CR-28/BUSH LAKE RD/EXIT 8,MN,HENNEPIN,55438,44.86009,-93.3816,44.8597,-93.366,0.765439,7,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,8,494,2,1,494,155000,3295,5715,1,77,1,77,1,1
118N04133,I-494,EASTBOUND,CR-28/BUSH LAKE RD/EXIT 8,MN,HENNEPIN,55438,44.8597,-93.366,44.85913,-93.35648,0.467869,8,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,8,494,2,1,494,155871,3316,5725,1,100,1,100,1,1
118-04132,I-494,EASTBOUND,MN-100/CR-34/EXIT 7,MN,HENNEPIN,55437,44.85913,-93.35648,44.85907,-93.35548,0.049142,9,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,8,494,2,1,494,159000,3393,5760,1,100,1,100,1,1
118N04132,I-494,EASTBOUND,MN-100/CR-34/EXIT 7,MN,HENNEPIN,55437,44.85907,-93.35548,44.85857,-93.34663,0.434754,10,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,6,494,2,1,494,168127,3546,5310,1,100,1,100,1,1
118-04131,I-494,EASTBOUND,CR-17/FRANCE AVE/EXIT 6,MN,HENNEPIN,55437,44.85857,-93.34663,44.85795,-93.33464,0.589865,11,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,8,494,2,1,494,179000,3728,4774,1,59,1,59,1,1
118N04131,I-494,EASTBOUND,CR-17/FRANCE AVE/EXIT 6,MN,HENNEPIN,55437,44.85795,-93.33464,44.85995,-93.32496,0.496226,12,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,8,494,2,1,494,160895,3284,4572,1,100,1,100,1,1
118-04130,I-494,EASTBOUND,CR-32/PENN AVE/EXIT 6,MN,HENNEPIN,55431,44.85995,-93.32496,44.86177,-93.3138,0.562303,13,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,8,494,2,1,494,157000,3189,4528,1,56,1,56,1,1
118N04130,I-494,EASTBOUND,CR-32/PENN AVE/EXIT 6,MN,HENNEPIN,55431,44.86177,-93.3138,44.86177,-93.30446,0.457501,14,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,8,494,2,1,494,169716,3500,4670,1,100,1,100,1,1
118-04129,I-494,EASTBOUND,I-35W/EXIT 5,MN,HENNEPIN,55431,44.86177,-93.30446,44.86177,-93.30224,0.108717,15,America/Chicago,P1.1,USA,66,1,N,1,57628,2,,8,494,2,1,494,172000,3556,4696,1,100,1,100,1,1
118N04129,I-494,EASTBOUND,I-35W/EXIT 5,MN,HENNEPIN,55420,44.86177,-93.30224,44.86178,-93.29395,0.405929,16,America/Chicago,P1.1,USA,66,1,N,1,57628,2,,8,494,2,1,494,160011,3376,4211,1,100,1,100,1,1
118-04128,I-494,EASTBOUND,LYNDALE AVE/EXIT 4,MN,HENNEPIN,55420,44.86178,-93.29395,44.8618,-93.29303,0.045071,17,America/Chicago,P1.3,USA,66,1,N,1,57628,2,,6,494,2,1,494,145000,3151,3604,1,100,1,100,1,1
